"ID","Name","Description","URL","SKU","Categories","Status","Image","Price","Stock Status","Sale Price"
"530","Mushrooms 250g","","https://weshop4u.ie/products/mushrooms-250g","","Fruit n Veg","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/mushrooms-250g.jpg","1.99","in_stock",""
"531","Carrots 1kg","","https://weshop4u.ie/products/carrots-1kg","","Fruit n Veg","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/carrots-1kg.jpg","2.49","in_stock",""
"532","Tomato 6pk","","https://weshop4u.ie/products/tomato-6pk","","Fruit n Veg","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/tomato-6pk.jpg","2.69","in_stock",""
"533","Lettuce Iceberg","","https://weshop4u.ie/products/lettuce-iceberg","","Fruit n Veg","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/lettuce-iceberg.jpg","2.29","in_stock",""
"534","Cucumber 1 large","","https://weshop4u.ie/products/cucumber-1-large","","Fruit n Veg","published","https://weshop4u.ie/storage/products/cucumber.jpg","2.49","in_stock",""
"545","Angelico Pinot Grigio 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/angelico-pinot-grigio-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/angelico-pinot-grigio-750ml.jpg","11.99","in_stock",""
"547","Barefoot Merlot 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/barefoot-merlot-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/barefoot-merlot-750ml.jpg","11.99","in_stock",""
"548","Barefoot Pinot Grigio 75oml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/barefoot-pinot-grigio-75oml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/barefoot-pinot-grigio-75oml.jpg","11.99","in_stock",""
"549","Barefoot Sauvignon Blanc 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/barefoot-sauvignon-blanc-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/barefoot-sauvignon-blanc-750ml.jpg","11.99","in_stock",""
"550","Barefoot White Zinfandel 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/barefoot-white-zinfandel-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/barefoot-white-zinfandel-750ml.jpg","11.99","in_stock",""
"551","Bavaria 6pk 440ml can","<p>All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.</p>","https://weshop4u.ie/products/bavaria-6pk-440ml-can","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/products/bavaria-6pk-440ml-can.jpg","12.99","in_stock",""
"552","Birra Moretti 4pk 330ml btl","<p>All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.</p>","https://weshop4u.ie/products/birra-moretti-4pk-330ml-btl","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/products/birra-moretti-4pk-330ml-btl.jpg","10.09","in_stock",""
"553","Birra Moretti 660ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/birra-moretti-660ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/birra-moretti-660ml.jpg","5.29","in_stock",""
"554","Birra Moretti 6pk 330ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/birra-moretti-6pk-330ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/birra-moretti-6pk-330ml.jpg","12.49","in_stock",""
"555","Blossom Hill Red 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/blossom-hill-red-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/blossom-hill-red-750ml.jpg","11.99","in_stock",""
"556","Blossom Hill White 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/blossom-hill-white-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/blossom-hill-white-750ml.jpg","11.99","in_stock",""
"557","Brewdog Sprucy Lucy 4pk 330ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/brewdog-sprucy-lucy-4pk-330ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/brewdog-sprucy-lucy-4pk-330ml.jpg","11.55","in_stock",""
"558","Budweiser 6pk Bottles 330ml","<p>All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.</p>","https://weshop4u.ie/products/budweiser-6pk-bottles-330ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/products/budweiser-6pk-bottles-330ml.jpg","13.95","in_stock",""
"559","Budweiser 8pk Cans 500ml","<p>All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.</p><p>AGE RESTRICTED ITEM. IDENTIFICATION MUST BE SHOWN TO THE DRIVER.</p>","https://weshop4u.ie/products/budweiser-8pk-cans-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/budweiser-8pk-cans-500ml.jpg","19.65","in_stock",""
"560","Budweiser Bottle 660ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/budweiser-bottle-660ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/budweiser-bottle-660ml.jpg","4.29","in_stock",""
"561","Budweiser Can 4pk 500ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/budweiser-can-4pk-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/budweiser-can-4pk-500ml.jpg","14.75","in_stock",""
"562","Bulmers 0.0 330ml 4pk","<p>Age Restricted Item. Identification must be shown to the driver.</p><p> </p>","https://weshop4u.ie/products/bulmers-00-330ml-4pk","SF-2443-M8445","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/products/bulmers-00-330ml-4pk.jpg","8.49","in_stock",""
"563","Bulmers 4pk 500ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/bulmers-4pk-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/bulmers-4pk-500ml.jpg","11.75","in_stock",""
"564","Bulmers 8pk 500ml","<p>Age restricted item. Customers must show id on delivery.</p><p>All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.</p>","https://weshop4u.ie/products/bulmers-8pk-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/bulmers-8pk-500ml.jpg","20.05","in_stock",""
"565","Bulmers Bottle 6pk 330ml","<p>Age Restricted Item. Identification must be shown to the driver.</p><p>D.R.S. has been added to the final price.</p>","https://weshop4u.ie/products/bulmers-bottle-6pk-330ml","SF-2443-M8IE12","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/bulmers-bottle-6pk-330ml.jpg","14.89","in_stock",""
"566","Bulmers Cider Bottles 1 litre","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/bulmers-cider-bottles-1-litre","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/bulmers-cider-bottles-1-litre.jpg","5.75","in_stock",""
"567","Bulmers Dark Fruits 4pk 500ml","<p>All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.</p><p>AGE RESTRICTED ITEM. IDENTIFICATION MUST BE SHOWN TO THE DRIVER.</p>","https://weshop4u.ie/products/bulmers-dark-fruits-4pk-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/bulmers-dark-fruits-4pk-500ml.jpg","11.75","in_stock",""
"568","Bulmers Strawberry and Lime 4pk 500ml","<p>Age Restricted Item. Identification must be shown to the driver.</p><p>D.R.S. has been added to the final price.</p>","https://weshop4u.ie/products/bulmers-strawberry-and-lime-4pk-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/bulmers-strawberry-and-lime-4pk-500ml.jpg","11.75","in_stock",""
"569","Canadian Can 8pk 500ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/canadian-can-8pk-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/canadian-can-8pk-500ml.jpg","17.99","in_stock",""
"570","Captain Morgan and Cola 4pk 250ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/captain-morgan-and-cola-4pk-250ml","","Flavored Alcohol","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/captain-morgan-and-cola-4pk-250ml.jpg","11.99","in_stock",""
"571","Carling Can 4pk 500ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/carling-can-4pk-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/carling-can-4pk-500ml.jpg","8.99","in_stock",""
"572","Carling Can 8pk 500ml","<p>All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.</p>","https://weshop4u.ie/products/carling-can-8pk-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/carling-can-8pk-500ml.jpg","16.45","in_stock",""
"573","Carlsberg 0.0 4pk 330ml","<p>All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.</p>","https://weshop4u.ie/products/carlsberg-00-4pk-330ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/products/carlsberg-00-4pk-330ml.jpg","9.45","in_stock",""
"574","Carlsberg Pilsner 8pk 500ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/carlsberg-pilsner-8pk-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/carlsberg-pilsner-8pk-500ml.jpg","17.49","in_stock",""
"575","Carlsberg Pilsner Bottles 6pk 330ml","<p>Age Restricted Item. Identification must be shown to the driver.</p><p>D.R.S. has been added to the final price.</p>","https://weshop4u.ie/products/carlsberg-pilsner-bottles-6pk-330ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/carlsberg-pilsner-bottles-6pk-330ml.jpg","13.69","in_stock",""
"576","Carlsberg Pilsner Cans 4pk 500ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/carlsberg-pilsner-cans-4pk-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/carlsberg-pilsner-cans-4pk-500ml.jpg","10.49","in_stock",""
"577","Chat Pasquet 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/chat-pasquet-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/chat-pasquet-750ml.jpg","11.99","in_stock",""
"578","Clearsprings Cabernet Sauvignon 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/clearsprings-cabernet-sauvignon-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/clearsprings-cabernet-sauvignon-750ml.jpg","10.99","in_stock",""
"579","Clearsprings Sauvignon Blanc 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/clearsprings-sauvignon-blanc-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/clearsprings-sauvignon-blanc-750ml.jpg","10.99","in_stock",""
"580","Cobra Bottle 660ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/cobra-bottle-660ml","","Flavored Alcohol","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/cobra-bottle-660ml.jpg","4.69","in_stock",""
"581","Coors 10pk 500ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/coors-10pk-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/coors-10pk-500ml.jpg","24.99","in_stock",""
"582","Coors 6pk 500ml","<p>Age Restricted Item. Identification must be shown to the driver.</p><p>D.R.S. has been added to the final price.</p>","https://weshop4u.ie/products/coors-6pk-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/coors-6pk-500ml.jpg","16.15","in_stock",""
"583","Coors Light 4pk 500ml","<p>Age Restricted Item. Identification must be shown to the driver.</p><p>D.R.S. has been added to the final price.</p>","https://weshop4u.ie/products/coors-light-4pk-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/coors-light-4pk-500ml.jpg","10.25","in_stock",""
"584","Coors Light Bottle 6pk 330ml","<p>All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.</p>","https://weshop4u.ie/products/coors-light-bottle-6pk-330ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/products/coors-light-bottle-6pk-330ml.jpg","13.89","in_stock",""
"585","Coors Light 8pk 500ml","<p>Age restricted item. Customers must show id on delivery.</p><p>All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.</p>","https://weshop4u.ie/products/coors-light-8pk-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/products/coors-light-8pk-500ml.jpg","18.69","in_stock",""
"586","Corona Bottle 620ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/corona-bottle-620ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/corona-bottle-620ml.jpg","4.89","in_stock",""
"587","Corona Bottle 6pk 330ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/corona-bottle-6pk-330ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/corona-bottle-6pk-330ml.jpg","15.39","in_stock",""
"588","Corona Cero 4pk 330ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/corona-cero-4pk-330ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/corona-cero-4pk-330ml.jpg","9.39","in_stock",""
"589","Desperados 6pk Bottles 330ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/desperados-6pk-bottles-330ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/desperados-6pk-bottles-330ml.jpg","15.55","in_stock",""
"590","Devils Bit 4pk 500ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/devils-bit-4pk-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/devils-bit-4pk-500ml.jpg","8.99","in_stock",""
"591","Druids 4pk  440ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/druids-4pk-440ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/druids-4pk-440ml.jpg","8.99","in_stock",""
"592","Dutch Gold 4pk 440ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/dutch-gold-4pk-440ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/dutch-gold-4pk-440ml.jpg","6.99","in_stock",""
"593","Dutch Gold 6pk 440ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/dutch-gold-6pk-440ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/dutch-gold-6pk-440ml.jpg","9.49","in_stock",""
"594","Epicuro Montepulciano 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/epicuro-montepulciano-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/epicuro-montepulciano-750ml.jpg","12.99","in_stock",""
"595","Epicuro Nero D Avda 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/epicuro-nero-d-avda-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/epicuro-nero-d-avda-750ml.jpg","12.99","in_stock",""
"596","Epicuro Pinot Grigio Terre 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/epicuro-pinot-grigio-terre-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/epicuro-pinot-grigio-terre-750ml.jpg","12.99","in_stock",""
"597","Erdinger Abv 500ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/erdinger-abv-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/erdinger-abv-500ml.jpg","3.49","in_stock",""
"598","Erdinger Hefe 500ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/erdinger-hefe-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/erdinger-hefe-500ml.jpg","4.75","in_stock",""
"599","Estrella Garcia Bottle 4pk 330ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/estrella-garcia-bottle-4pk-330ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/estrella-garcia-bottle-4pk-330ml.jpg","9.29","in_stock",""
"600","Estrella Garcia Premium Lager 660ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/estrella-garcia-premium-lager-660ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/estrella-garcia-premium-lager-660ml.jpg","4.75","in_stock",""
"601","Fat Frog Original 250ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/fat-frog-original-250ml","","Flavored Alcohol","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/fat-frog-original-250ml.jpg","3.25","in_stock",""
"602","Fireball Liqueur 200ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/fireball-liqueur-200ml","","Flavored Alcohol","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/fireball-liqueur-200ml.jpg","8.99","in_stock",""
"603","Fireball Liqueur 50ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/fireball-liqueur-50ml","","Flavored Alcohol","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/fireball-liqueur-50ml.jpg","2.69","in_stock",""
"604","Flying Kiwi Sauvignon Blanc 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/flying-kiwi-sauvignon-blanc-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/flying-kiwi-sauvignon-blanc-750ml.jpg","16.99","in_stock",""
"605","Forged Irish Stout 4pk 440ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/forged-irish-stout-4pk-440ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/forged-irish-stout-4pk-440ml.jpg","10.25","in_stock",""
"606","Fosters 6pk 440ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/fosters-6pk-440ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/fosters-6pk-440ml.jpg","12.95","in_stock",""
"607","Four Loko Blue 440ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/four-loko-blue-440ml","","Flavored Alcohol","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/four-loko-blue-440ml.jpg","5.99","in_stock",""
"608","Four Loko Fruit Punch 440ml ","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/four-loko-fruit-punch-440ml","","Flavored Alcohol","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/four-loko-fruit-punch-440ml.jpg","5.99","in_stock",""
"609","Four Loko Gold 440ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/four-loko-gold-440ml","","Flavored Alcohol","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/four-loko-gold-440ml.jpg","5.99","in_stock",""
"610","Four Loko Pink Melon 440ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/four-loko-pink-melon-440ml","","Flavored Alcohol","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/four-loko-pink-melon-440ml.jpg","5.99","in_stock",""
"611","Four Loko Tropical 440ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/four-loko-tropical-440ml","","Flavored Alcohol","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/four-loko-tropical-440ml.jpg","5.99","in_stock",""
"612","Gallo Cabernet Sauvignon 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/gallo-cabernet-sauvignon-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/gallo-cabernet-sauvignon-750ml.jpg","10.99","in_stock",""
"613","Gallo Negro Sauvignon Blanc 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/gallo-negro-sauvignon-blanc-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/gallo-negro-sauvignon-blanc-750ml.jpg","10.99","in_stock",""
"614","Gallo Pinot Grigio 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/gallo-pinot-grigio-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/gallo-pinot-grigio-750ml.jpg","10.99","in_stock",""
"615","Gallo Sauvignon Blanc 750ml ","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/gallo-sauvignon-blanc-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/gallo-sauvignon-blanc-750ml.jpg","10.99","in_stock",""
"616","Gallo White Grenache 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/gallo-white-grenache-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/gallo-white-grenache-750ml.jpg","10.99","in_stock",""
"617","Gallo Negro Cabernet Sauvignon 750ml","<p>All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.</p>","https://weshop4u.ie/products/gallo-negro-cabernet-sauvignon-750ml","","Wines","published","https://weshop4u.ie/storage/products/gallo-negro-cabernet-sauvignon-750ml.jpg","10.99","in_stock",""
"618","Garland Crest Chardonnay 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/garland-crest-chardonnay-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/garland-crest-chardonnay-750ml.jpg","9.99","in_stock",""
"619","Garland Crest Shiraz 750ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/garland-crest-shiraz-750ml","","Wines","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/garland-crest-shiraz-750ml.jpg","9.99","in_stock",""
"620","Gordons and Tonic 4pk 250ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/gordons-and-tonic-4pk-250ml","","Flavored Alcohol","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/gordons-and-tonic-4pk-250ml.jpg","11.49","in_stock",""
"621","Gordons Pink Gin 4pk 250ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/gordons-pink-gin-4pk-250ml","","Flavored Alcohol","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/gordons-pink-gin-4pk-250ml.jpg","11.49","in_stock",""
"622","Grolsch Bottle 450ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/grolsch-bottle-450ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/grolsch-bottle-450ml.jpg","3.69","in_stock",""
"623","Guinness Draught Can 0.0 4pk 500ml","<p>All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.</p>","https://weshop4u.ie/products/guinness-draught-can-00-4pk-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/products/guinness-draught-can-00-4pk-500ml.jpg","8.99","in_stock",""
"624","Guinness Draught Can 4pk 500ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/guinness-draught-can-4pk-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/guinness-draught-can-4pk-500ml.jpg","10.49","in_stock",""
"625","Guinness Draught Can 8pk 500ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/guinness-draught-can-8pk-500ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/guinness-draught-can-8pk-500ml.jpg","18.25","in_stock",""
"626","Guinness Extra Stout 6pk 330ml","All drink bottles and cans have the relevant DRS ( Deposit Return Scheme) already added to the final price.","https://weshop4u.ie/products/guinness-extra-stout-6pk-330ml","","Beers, Ciders, Cans and Bottles","published","https://weshop4u.ie/storage/main/stores/weshop4u-main-street/guinness-extra-stout-6pk-330ml.jpg","13.89","in_stock",""
